client_name,distance_to_water_body,enumerator_comment_box,expected_harvest_date,farmer_in_list_or_control,farmer_state_district,field_irrigated,insured_crop,intercropping,other_factors_that_affected_germination,planting_date,success_box1,success_box2,ward_lga_subcounty_camp,box1_crop_condition,box1_crop_stands_per_square_meter,box1_dim_8_by_5,box1_length,box1_mode_of_planting,box1_other_issues_occurrence_date,box1_other_problems,box1_problem,box1_secondary_issues,box1_width,box2_crop_condition,box2_crop_stands_per_square_meter,box2_dim_8_by_5,box2_length,box2_mode_of_planting,box2_other_issues_occurrence_date,box2_other_problems,box2_problem,box2_secondary_issues,box2_width,@case_id,timeEnd_box,timeStart_box,type_of_pests_or_diseases_current_crop_stage,what_steps_did_the_farmer_take_to_mitigate_the_pests_or_diseases,why_unable_to_place_box1,type_of_irrigation_system,box1_rows,measurement_box1_row1,measurement_box1_row2,measurement_box1_row3,box2_rows,measurement_box2_row1,measurement_box2_row2,measurement_box2_row3,box1_drought_occurence_date,box1_locust_infestation_date,box2_drought_occurence_date,box2_locust_infestation_date,box1_other_pest_disease_occurence_date,box1_pests_or_diseases_mitigation,box1_type_of_pests_or_diseases,box2_other_pest_disease_occurence_date,box2_pests_and_diseases_mitigation,box2_type_of_pests_or_diseases,how_is_the_other_crop_planted,other_crops_names,box1_animal_encroachment_date,box2_animal_encroachment_date,causes_of_weeds_box2,weeds_mitigation_box2,other_crops_not_listed,causes_of_weeds_box1,weeds_mitigation_box1,why_unable_to_place_box2,username_box,box_placement_comment,herbicide_applied_box1,box1_cause_of_flood,box1_flood_occurence_date,box2_flood_occurence_date,other_causes_of_weeds_box1,other_causes_of_weeds_box2,latitude_box,longitude_box,altitude_box,accuracy_box,box1_harvest_possible,box2_harvest_possible,enumerator_comment_wet,farmer_verified,box1_wet_weight,box1_wet_weight_confirmation,box2_wet_weight,box2_wet_weight_confirmation,timeEnd_wet,timeStart_wet,cannot_proceed_with_wet_harvest,box_1_non_compliance_confirmation,why_unable_to_capture_box1_weight,box_2_non_compliance_confirmation,why_unable_to_capture_box2_weight,why_no_crop_survived_in_box1,why_no_crop_survived_in_box2,username_wet,wet_harvest_comment,latitude_wet,longitude_wet,altitude_wet,accuracy_wet,did_the_farmer_keep_the_crops_in_separate_bags,enumerator_comment,farmer_verified_dry,box1_dry_weight,box1_dry_weight_confirmation,box2_dry_weight,box2_dry_weight_confirmation,was_anything_added_or_removed_from_the_harvest_bag,timeEnd,timeStart,cannot_proceed_with_dry_harvest,username,dry_harvest_comment,latitude,longitude,altitude,accuracy,box1_area_ha,box2_area_ha,totalbox_area_ha,total_dry_weight,yield_mt_ha,crazy_dimensions,false_zero_yields,dry_exceeds_wet,non_compliant,error_flag
A,More_than_5_KM,poor germination,2022-05-02,control_farmer,Zamfara,no,wheat,no,,2022-01-12,yes,yes,Gummi,average,52.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought,5.0,below_average,42.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,Drought,5.0,bbfb9bd4-cb67-46c1-8a90-0e28b53f02a9,2022-04-21T08:01:19.225000Z,2022-04-21T07:28:07.325000Z,,,,,,,,,,,,,2022-02-21,2022-02-21,2022-01-09,2022-02-17,,,,,,,,,,,,,,,,,nig037,poor germination,,,,,,,12.2202533,5.0897351,201.3,3.9,yes,yes,ok,farmer_verified,0.255,0.255,0.38,0.38,2022-05-15T08:52:05.383000Z,2022-05-15T08:48:34.008000Z,,,,,,,,nig037,ok,12.133321,5.11715,65.0,1.0,yes,ok,farmer_verified,0.255,0.255,0.38,0.38,no,2022-05-15T09:04:54.710000Z,2022-05-15T08:58:38.329000Z,,nig037,ok,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,0.635,0.079375,False,False,False,False,False
A,More_than_5_KM,drought,2022-04-30,farmer_listed,Zamfara,no,wheat,no,,2022-01-05,yes,yes,Gummi,below_average,52.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought,5.0,below_average,62.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,,5.0,0eb967ee-833d-4243-9dba-620e5e805ee5,2022-04-21T07:27:48.918000Z,2022-04-21T07:19:36.679000Z,,,,,,,,,,,,,2022-02-20,2022-02-21,2022-01-25,2022-01-12,,,,,,,,,,,,,,,,,nig037,drought,,,,,,,12.220274,5.0896937,198.7,6.83,yes,yes,low yield,farmer_verified,0.485,0.485,0.52,0.52,2022-05-14T12:00:20.975000Z,2022-05-14T11:55:54.091000Z,,,,,,,,nig037,low yield,12.133321,5.11715,65.0,1.0,yes,ok,farmer_verified,0.465,0.465,0.5,0.5,no,2022-05-14T12:12:27.614000Z,2022-05-14T12:02:37.610000Z,,nig037,ok,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,0.9650000000000001,0.120625,False,False,False,False,False
A,More_than_5_KM,Ok,2022-04-30,farmer_listed,Zamfara,no,wheat,no,,2022-01-09,yes,yes,Gummi,below_average,52.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought,5.0,below_average,32.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought,5.0,add772bb-21bb-4e06-8bae-712a84f7040e,2022-04-21T06:34:17.033000Z,2022-04-21T06:20:06.538000Z,,,,,,,,,,,,,2022-01-25,2022-02-19,2022-02-13,2022-02-21,,,,,,,,,,,,,,,,,nig037,Ok,,,,,,,12.1551851,5.1279029,222.0,3.9,yes,yes,low yield,farmer_verified,0.505,0.505,0.645,0.645,2022-05-15T08:14:23.707000Z,2022-05-15T08:08:40.802000Z,,,,,,,,nig037,low yield,12.133321,5.11715,65.0,1.0,yes,oo,farmer_verified,0.485,0.485,0.63,0.63,no,2022-05-15T08:20:44.286000Z,2022-05-15T08:15:34.215000Z,,nig037,oo,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,1.115,0.13937499999999997,False,False,False,False,False
A,More_than_5_KM,Locust Infection,2022-04-28,control_farmer,Zamfara,no,wheat,no,,2022-01-11,yes,yes,Gummi,below_average,32.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought,5.0,below_average,35.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,poor germination and locust infection,5.0,f2c80616-c79e-480b-86e2-a97362130389,2022-04-20T16:48:32.426000Z,2022-04-20T16:38:38.292000Z,,,,,,,,,,,,,2022-01-27,2022-01-24,2022-02-20,2022-02-20,,,,,,,,,,,,,,,,,nig037,Locust Infection,,,,,,,12.1550843,5.1280131,222.7,6.14,yes,yes,low yield,farmer_verified,0.225,0.225,0.33,0.33,2022-05-15T08:01:37.957000Z,2022-05-15T07:58:18.187000Z,,,,,,,,nig037,low yield,12.133321,5.11715,65.0,1.0,yes,ok,farmer_verified,0.205,0.205,0.33,0.33,no,2022-05-15T08:05:54.201000Z,2022-05-15T08:02:02.855000Z,,nig037,ok,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,0.535,0.066875,False,False,False,False,False
A,More_than_5_KM,locust infection,2022-04-30,farmer_listed,Zamfara,no,wheat,no,,2022-01-06,yes,yes,Gummi,below_average,52.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,locust infection,5.0,below_average,52.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,locust infection,5.0,8ccb076d-4caf-4f5a-85e6-2726ab8a97ef,2022-04-20T16:04:10.746000Z,2022-04-20T15:55:46.426000Z,,,,,,,,,,,,,2022-01-24,2022-02-15,2022-02-08,2022-02-09,,,,,,,,,,,,,,,,,nig037,locust infection,,,,,,,12.1552233,5.1280326,217.3,8.89,yes,yes,ok,farmer_verified,0.815,0.815,0.57,0.57,2022-05-15T07:39:32.811000Z,2022-05-15T07:36:35.966000Z,,,,,,,,nig037,ok,12.133321,5.11715,65.0,1.0,yes,Ok,farmer_verified,0.815,0.815,0.52,0.52,no,2022-05-15T07:44:52.700000Z,2022-05-15T07:40:17.330000Z,,nig037,Ok,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,1.335,0.166875,False,False,False,False,False
A,More_than_5_KM,Poor germination,2022-05-02,control_farmer,Zamfara,no,wheat,no,,2022-01-06,yes,yes,Gummi,below_average,32.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,poor germination,5.0,below_average,25.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought,5.0,3c1bf106-e787-4bdc-9016-49f7ce8bf0f2,2022-04-21T16:47:10.964000Z,2022-04-21T16:40:15.884000Z,,,,,,,,,,,,,2022-01-21,2022-02-13,2022-01-24,2022-02-13,,,,,,,,,,,,,,,,,nig037,Poor germination,,,,,,,12.1551786,5.1280479,218.0,3.9,yes,yes,Low Yield,farmer_verified,2.335,2.335,1.6,1.6,2022-04-26T08:53:51.924000Z,2022-04-26T08:50:58.268000Z,,,,,,,,nig037,Low Yield,12.133321,5.11715,65.0,1.0,yes,Low Yield,farmer_verified,2.335,2.335,1.575,1.575,no,2022-04-26T08:58:54.091000Z,2022-04-26T08:54:10.742000Z,,nig037,Low Yield,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,3.91,0.48875,False,False,False,False,False
A,More_than_5_KM,poor germination,2022-04-29,farmer_listed,Zamfara,no,wheat,no,,2022-01-03,yes,yes,Gummi,below_average,65.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought,5.0,below_average,58.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,poor germination,5.0,d067a845-47b8-46f8-9a69-a1ac937a9016,2022-04-21T16:19:03.513000Z,2022-04-21T16:10:10.593000Z,,,,,,,,,,,,,2022-02-13,2022-02-17,2022-02-08,2022-02-12,,,,,,,,,,,,,,,,,nig037,poor germination,,,,,,,12.1551717,5.128043,216.1,7.28,yes,yes,Poor germination,farmer_verified,0.925,0.925,1.145,1.145,2022-04-26T08:21:32.936000Z,2022-04-26T08:16:24.056000Z,,,,,,,,nig037,Poor germination,12.133321,5.11715,65.0,1.0,yes,Low Yield,farmer_verified,0.9,0.9,1.135,1.135,no,2022-04-26T08:28:05.426000Z,2022-04-26T08:22:19.292000Z,,nig037,Low Yield,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,2.035,0.254375,False,False,False,False,False
A,More_than_5_KM,Drought,2022-05-03,farmer_listed,Zamfara,no,wheat,no,,2022-01-09,yes,yes,Gummi,below_average,65.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought,5.0,below_average,68.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,poor germination,5.0,92c2bb85-0e32-4ecc-b8e1-d76f8d03a621,2022-04-21T15:38:17.210000Z,2022-04-21T15:27:50.448000Z,,,,,,,,,,,,,2022-02-08,2022-02-12,2022-02-16,2022-02-16,,,,,,,,,,,,,,,,,nig037,Drought,,,,,,,12.155125,5.12794,213.4,8.59,yes,yes,low yield,farmer_verified,0.515,0.515,0.78,0.78,2022-04-27T09:15:25.332000Z,2022-04-27T09:10:47.021000Z,,,,,,,,nig037,low yield,12.133321,5.11715,65.0,1.0,yes,ok,farmer_verified,0.515,0.515,0.72,0.72,no,2022-04-27T09:51:51.926000Z,2022-04-27T09:48:00.079000Z,,nig037,ok,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,1.2349999999999999,0.15437499999999996,False,False,False,False,False
A,More_than_5_KM,poor germination,2022-04-29,control_farmer,Zamfara,no,wheat,no,,2022-01-10,yes,yes,Gummi,below_average,85.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought,5.0,below_average,74.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,poor germination,5.0,f5753035-f673-40c0-929d-09af799706fa,2022-04-20T15:24:39.335000Z,2022-04-20T15:13:49.825000Z,,,,,,,,,,,,,2022-02-20,2022-02-20,2022-02-20,2022-02-20,,,,,,,,,,,,,,,,,nig037,poor germination,,,,,,,12.1550867,5.1278933,216.7,4.8,yes,yes,Ok,farmer_verified,1.435,1.435,1.565,1.565,2022-04-27T08:43:14.635000Z,2022-04-27T08:39:42.683000Z,,,,,,,,nig037,Ok,12.133321,5.11715,65.0,1.0,yes,Ok,farmer_verified,1.435,1.435,1.55,1.55,no,2022-04-27T08:47:42.554000Z,2022-04-27T08:44:01.435000Z,,nig037,Ok,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,2.9850000000000003,0.37312500000000004,False,False,False,False,False
A,More_than_5_KM,poor germination,2022-05-02,farmer_listed,Zamfara,no,wheat,no,,2022-01-07,yes,yes,Gummi,below_average,78.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought,5.0,below_average,87.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought,5.0,cea9929c-fec2-4486-ab54-6921794fbcbe,2022-04-20T14:22:18.542000Z,2022-04-20T13:43:24.309000Z,,,,,,,,,,,,,2022-01-27,2022-02-11,2022-01-17,2022-02-18,,,,,,,,,,,,,,,,,nig037,poor germination,,,,,,,12.2204905,5.090036,216.1,5.25,yes,yes,Ok,farmer_verified,2.225,2.225,2.05,2.05,2022-04-27T08:10:02.931000Z,2022-04-27T08:05:57.884000Z,,,,,,,,nig037,Ok,12.133321,5.11715,65.0,1.0,yes,ok,farmer_verified,2.105,2.105,2.05,2.05,no,2022-04-27T08:18:02.894000Z,2022-04-27T08:10:32.713000Z,,nig037,ok,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,4.154999999999999,0.5193749999999998,False,False,False,False,False
A,More_than_5_KM,poor germination,2022-05-01,farmer_listed,Zamfara,no,wheat,no,,2021-12-28,yes,yes,Gummi,below_average,74.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought,5.0,below_average,65.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,poor germination,5.0,2265c843-d3d3-4ff5-80e9-dbc637906bc0,2022-04-20T13:43:13.282000Z,2022-04-20T13:04:00.010000Z,,,,,,,,,,,,,2022-02-20,2022-01-20,2022-01-24,2022-02-16,,,,,,,,,,,,,,,,,nig037,poor germination,,,,,,,12.2203566,5.0899083,215.6,6.9,yes,yes,Low Yield,farmer_verified,0.905,0.905,1.37,1.37,2022-04-27T07:43:22.847000Z,2022-04-27T07:39:07.851000Z,,,,,,,,nig037,Low Yield,12.133321,5.11715,65.0,1.0,yes,successful,farmer_verified,0.865,0.865,1.3,1.3,no,2022-04-27T07:50:53.874000Z,2022-04-27T07:44:12.384000Z,,nig037,successful,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,2.165,0.27062499999999995,False,False,False,False,False
A,More_than_5_KM,Ok,2022-04-20,farmer_listed,Zamfara,no,wheat,no,,2022-01-09,yes,yes,Gummi,below_average,89.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,poor germination,5.0,below_average,85.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought,5.0,20d02814-add8-4db1-bac8-52829ef17668,2022-04-20T13:02:37.598000Z,2022-04-20T12:35:13.330000Z,,,,,,,,,,,,,2022-02-14,2022-02-15,2022-02-15,2022-02-19,,,,,,,,,,,,,,,,,nig037,Ok,,,,,,,12.2203601,5.0898667,223.6,5.09,yes,yes,Ok,farmer_verified,2.525,2.525,3.035,3.035,2022-04-27T16:55:54.759000Z,2022-04-27T16:52:43.700000Z,,,,,,,,nig037,Ok,12.133321,5.11715,65.0,1.0,yes,ok,farmer_verified,2.485,2.485,3.005,3.005,no,2022-04-27T17:03:08.077000Z,2022-04-27T16:57:10.250000Z,,nig037,ok,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,5.49,0.68625,False,False,False,False,False
A,More_than_5_KM,Drought,2022-04-29,control_farmer,Zamfara,no,wheat,no,,2022-01-13,yes,yes,Gummi,below_average,85.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought,5.0,below_average,75.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,poor germination,5.0,f2bb1fd6-e407-445e-a94a-9aa85718fbfc,2022-04-20T12:34:48.389000Z,2022-04-20T12:24:21.425000Z,,,,,,,,,,,,,2022-01-31,2022-02-18,2022-02-15,2022-02-14,,,,,,,,,,,,,,,,,nig037,Drought,,,,,,,12.2203365,5.089852,237.9,6.43,yes,yes,ok,farmer_verified,0.395,0.395,0.6,0.6,2022-05-07T09:29:04.532000Z,2022-05-08T09:21:41.472000Z,,,,,,,,nig037,ok,12.139364,5.115129,65.0,1.0,yes,Ok,farmer_verified,0.38,0.38,0.565,0.565,no,2022-05-07T09:35:23.995000Z,2022-05-07T09:30:38.585000Z,,nig037,Ok,12.139364,5.115129,65.0,1.0,0.004,0.004,0.008,0.945,0.118125,False,False,False,False,False
A,More_than_5_KM,poor germination and drought,2022-04-28,farmer_listed,Zamfara,no,wheat,no,,2022-01-08,yes,yes,Gummi,below_average,85.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,poor germination,5.0,below_average,85.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought and poor germination,5.0,e3952f17-8f3e-4ed3-826f-d0889419037b,2022-04-19T14:50:20.092000Z,2022-04-19T14:40:58.427000Z,,,,,,,,,,,,,2022-01-19,2022-02-19,2022-02-15,2022-02-16,,,,,,,,,,,,,,,,,nig037,poor germination and drought,,,,,,,12.2204393,5.089609,201.5,7.6,yes,yes,ok,farmer_verified,0.28,0.28,0.47,0.47,2022-05-14T12:32:42.735000Z,2022-05-14T12:30:02.936000Z,,,,,,,,nig037,ok,12.133321,5.11715,65.0,1.0,yes,Ok,farmer_verified,0.28,0.28,0.42,0.42,no,2022-05-14T12:40:08.291000Z,2022-05-14T12:34:53.975000Z,,nig037,Ok,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,0.7,0.0875,False,False,False,False,False
A,More_than_5_KM,poor germination,2022-04-29,farmer_listed,Zamfara,no,wheat,no,,2022-01-07,yes,yes,Gummi,below_average,82.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought and poor germination,5.0,below_average,89.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,poor germination,5.0,2b75efea-044b-4479-bb94-9b567b949cb4,2022-04-19T14:14:01.447000Z,2022-04-19T13:49:31.442000Z,,,,,,,,,,,,,2022-02-19,2022-02-23,2022-02-19,2022-02-16,,,,,,,,,,,,,,,,,nig037,poor germination,,,,,,,12.2203633,5.089635,223.5,4.7,yes,yes,ok,farmer_verified,1.09,1.09,0.63,0.63,2022-05-14T11:32:07.261000Z,2022-05-14T11:27:33.225000Z,,,,,,,,nig037,ok,12.133321,5.11715,65.0,1.0,yes,ok,farmer_verified,1.02,1.02,0.6,0.6,no,2022-05-14T11:40:51.621000Z,2022-05-14T11:32:45.161000Z,,nig037,ok,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,1.62,0.2025,False,False,False,False,False
A,More_than_5_KM,poor germination,2022-04-29,farmer_listed,Zamfara,no,wheat,no,,2022-01-05,yes,yes,Gummi,below_average,85.0,yes,8.0,broadcasted,,,drought poor_germination,poor germination and drought,5.0,below_average,86.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,poor germination,5.0,f2f62488-3c54-4c24-8b9d-849ff252d949,2022-04-19T13:49:18.387000Z,2022-04-19T13:41:48.323000Z,,,,,,,,,,,,,2022-02-19,,2022-02-19,2022-02-23,,,,,,,,,,,,,,,,,nig037,poor germination,,,,,,,12.2203833,5.089625,223.9,3.9,yes,yes,Very low yield,farmer_verified,0.67,0.67,0.485,0.485,2022-05-14T10:58:24.147000Z,2022-05-14T10:54:08.843000Z,,,,,,,,nig037,Very low yield,12.133321,5.11715,65.0,1.0,yes,ok,farmer_verified,0.66,0.66,0.435,0.435,no,2022-05-14T11:03:17.705000Z,2022-05-14T10:58:35.854000Z,,nig037,ok,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,1.095,0.136875,False,False,False,False,False
A,More_than_5_KM,Ok,2022-04-28,farmer_listed,Zamfara,no,wheat,no,,2022-01-07,yes,yes,Gummi,below_average,85.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought and poor germination,5.0,below_average,82.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,poor germination,5.0,a9f8e4a2-2582-453c-b25d-c8a7a5be281e,2022-04-19T13:22:35.404000Z,2022-04-19T13:15:24.103000Z,,,,,,,,,,,,,2022-02-19,2022-02-23,2022-02-20,2022-02-22,,,,,,,,,,,,,,,,,nig037,Ok,,,,,,,12.2202487,5.0896985,223.5,4.3,yes,yes,Low Yield,farmer_verified,0.805,0.805,0.655,0.655,2022-05-07T10:08:47.585000Z,2022-05-07T10:04:02.471000Z,,,,,,,,nig037,Low Yield,12.139364,5.115129,65.0,1.0,yes,Low yield,farmer_verified,0.765,0.765,0.655,0.655,no,2022-05-07T10:13:54.008000Z,2022-05-07T10:09:03.862000Z,,nig037,Low yield,12.139364,5.115129,65.0,1.0,0.004,0.004,0.008,1.42,0.17749999999999996,False,False,False,False,False
A,More_than_5_KM,Poor germination,2022-04-22,farmer_listed,Zamfara,no,wheat,no,,2022-01-08,yes,yes,Gummi,below_average,52.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,poor germination,5.0,below_average,45.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought and poor germination,5.0,9b777327-be70-40ea-9dab-dedf6ef9bbf6,2022-04-19T12:49:10.728000Z,2022-04-19T12:41:01.597000Z,,,,,,,,,,,,,2022-01-22,2022-02-12,2022-02-25,2022-02-26,,,,,,,,,,,,,,,,,nig037,Poor germination,,,,,,,12.220335,5.0897783,226.0,4.09,yes,yes,ok,farmer_verified,1.42,1.42,1.53,1.53,2022-04-23T08:55:12.648000Z,2022-04-23T08:51:24.827000Z,,,,,,,,nig037,ok,12.133321,5.11715,65.0,1.0,yes,poor yeild,farmer_verified,1.415,1.415,1.495,1.495,no,2022-04-23T09:02:50.847000Z,2022-04-23T08:57:39.862000Z,,nig037,poor yeild,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,2.91,0.36375,False,False,False,False,False
A,More_than_5_KM,Drought and poor germination,2022-04-29,farmer_listed,Zamfara,no,wheat,no,,2022-01-02,yes,yes,Gummi,below_average,45.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought,5.0,below_average,48.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,poor germination,5.0,968489a2-df09-4757-8d62-de5f91dfee49,2022-04-19T12:18:35.085000Z,2022-04-19T12:09:04.294000Z,,,,,,,,,,,,,2022-02-03,2022-01-29,2022-01-24,2022-02-15,,,,,,,,,,,,,,,,,nig037,Drought and poor germination,,,,,,,12.2201996,5.0897247,228.8,6.7,yes,yes,Low Yield,farmer_verified,2.585,2.585,1.815,1.815,2022-04-26T09:04:33.982000Z,2022-04-26T09:00:29.865000Z,,,,,,,,nig037,Low Yield,12.133321,5.11715,65.0,1.0,yes,Low yield,farmer_verified,2.525,2.525,1.795,1.795,no,2022-04-26T09:12:08.253000Z,2022-04-26T09:06:53.036000Z,,nig037,Low yield,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,4.32,0.54,False,False,False,False,False
A,More_than_5_KM,poor germination,2022-05-03,farmer_listed,Zamfara,no,wheat,no,,2022-01-17,yes,yes,Gummi,below_average,52.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,poor germination,5.0,below_average,48.0,yes,8.0,broadcasted,,,drought poor_germination locust_infestation,drought,5.0,2fc960b2-c628-48d7-aa34-e553c143cec0,2022-04-19T11:33:45.204000Z,2022-04-19T10:58:46.371000Z,,,,,,,,,,,,,2022-01-29,2022-01-30,2022-01-31,2022-02-01,,,,,,,,,,,,,,,,,nig037,poor germination,,,,,,,12.2202767,5.089735,209.0,5.0,yes,yes,poor Germination,farmer_verified,2.015,2.015,1.98,1.98,2022-04-23T09:58:46.304000Z,2022-04-23T09:34:20.170000Z,,,,,,,,nig037,poor Germination,12.133321,5.11715,65.0,1.0,yes,ok,farmer_verified,2.01,2.01,1.94,1.94,no,2022-04-23T10:07:29.832000Z,2022-04-23T09:59:59.524000Z,,nig037,ok,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,3.9499999999999997,0.4937499999999999,False,False,False,False,False
A,More_than_5_KM,Ok,2022-04-27,farmer_listed,Zamfara,no,wheat,no,,2022-01-04,yes,yes,Gummi,below_average,58.0,yes,8.0,broadcasted,,,poor_germination,poor germination,5.0,below_average,52.0,yes,8.0,broadcasted,,,poor_germination,poor germination,5.0,fa3e94e9-2f77-46ba-b5b9-cd1db65e95b6,2022-04-19T10:58:14.810000Z,2022-04-19T10:50:14.423000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nig037,Ok,,,,,,,12.2202367,5.0897533,222.9,3.9,yes,yes,Low yield,farmer_verified,0.825,0.825,1.425,1.425,2022-04-27T16:15:02.326000Z,2022-04-27T16:10:20.079000Z,,,,,,,,nig037,Low yield,12.133321,5.11715,65.0,1.0,yes,Low Yields,farmer_verified,0.825,0.825,1.425,1.425,no,2022-04-27T16:20:47.459000Z,2022-04-27T16:15:20.647000Z,,nig037,Low Yields,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,2.25,0.28125,False,False,False,False,False
A,More_than_5_KM,Poor Germination,2022-04-24,farmer_listed,Zamfara,no,wheat,no,,2022-01-02,yes,yes,Gummi,below_average,57.0,yes,8.0,broadcasted,,,poor_germination,poor Germination,5.0,below_average,72.0,yes,8.0,broadcasted,,,poor_germination,poor germination,5.0,b66ff3b1-4a68-404b-b434-4b628241381d,2022-04-19T10:32:23.690000Z,2022-04-19T10:25:25.652000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nig037,Poor Germination,,,,,,,12.2202733,5.0896833,224.9,3.9,yes,yes,Low Yield,farmer_verified,2.76,2.76,3.18,3.18,2022-04-27T15:44:30.986000Z,2022-04-27T15:39:57.447000Z,,,,,,,,nig037,Low Yield,12.133321,5.11715,65.0,1.0,yes,Low Yield,farmer_verified,2.76,2.76,3.14,3.14,no,2022-04-27T15:50:09.086000Z,2022-04-27T15:45:03.153000Z,,nig037,Low Yield,12.133321,5.11715,65.0,1.0,0.004,0.004,0.008,5.9,0.7375,False,False,False,False,False
A,0-5KM,good yield,2022-04-21,farmer_listed,Gombe,yes,wheat,no,,2022-02-13,yes,yes,Billiri,good,20.0,yes,8.0,broadcasted,,,,,5.0,good,19.0,yes,8.0,broadcasted,,,,,5.0,c4f70db8-e503-4736-9480-8172f59247a9,2022-04-21T12:00:55.432000Z,2022-04-21T11:55:29.864000Z,,,,rainfall rivers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nig048,good yield,,,,,,,10.2878148,11.2952413,348.3,9.1,yes,yes,Good harvest,farmer_verified,10.16,10.16,9.46,9.46,2022-04-26T09:07:17.333000Z,2022-04-26T09:01:17.670000Z,,,,,,,,nig048,Good harvest,10.274931,11.2945923,312.8,8.63,yes,Good harvest,farmer_verified,10.16,10.16,9.42,9.42,no,2022-04-26T09:18:35.372000Z,2022-04-26T09:11:06.232000Z,,nig048,Good harvest,10.2748958,11.2945209,313.3,5.5,0.004,0.004,0.008,19.58,2.4474999999999993,False,False,False,False,False
